id,name,description,designer_page_description,featured,featured_description,designer_page_image,website,designer_url,shipping_handling,return_policy,read_more,logo,active,activate_date,deactivate_date,slug,shipping_method
155,True Natural Cosmetics,"<p>At True Natural, our mission is to provide you with high performance, chemical-free personal care products that are safe for you, your family & the environment. All True Natural products are formulated & produced in the U.S. using 100% natural ingredients. Our ingredients and packaging are sustainable and we are committed to certified organic ingredients whenever available. True Natural products are safe for the whole family, safely biodegradable and contain no Parabens, Phthalates, petroleum, Synthetic Fragrances or dyes of any kind. True Natural ingredients are certified organic whenever possible and of the highest quality. Many are certified by the Natural Products Association and are USDA Certified Biobased.</p>

<p>True Natural Principles</p>

<p>At True Natural, we believe that skin care and cosmetics should be 100% natural. Made with pure ingredients that not only offer health benefits, but perform the way you want. We feel that you should never have to sacrifice effectiveness for safety.</p>","High performance, chemical-free personal care products",False,,modacore/designers/images/TrueNatural.jpg.png,http://www.truenatural.com/about-us.html/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",<p>Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.</p>,,modacore/designers/images/DesignerGate-truenatural.jpg,True,None,None,true-natural-cosmetics,1
156,Benecos Organic ,"<p>Benecos is a young label with a mission to bring a breath of fresh air to natural beauty</p>

<p>Benecos was founded in Germany at the end of 2008 with the goal of making high quality natural cosmetics available to ALL. The name Benecos stands for good cosmetics (Lat.bene=good)</p>

<p>Now, affordable prices and high quality natural cosmetics no longer need to be a contradiction. A thoughtful approach makes it possible: focusing on the essentials, while minimizing packaging. Omitted are unnecessary cartons, custom containers, jars, bottles and outer decorations. Instead of big, expensive advertising campaigns Benecos uses communication at the point sale, and word of mouth marketing.</p>

<p>Benecos surprises with quality products, fashionable styles, current trends, modern design and certification to the BDIH standard, the pioneer Natural Cosmetics certification body in Germany.</p>

<p>Because Benecos charges a reasonable consumer price, it is a real alternative to cosmetic brands from the drugstore.</p>",Bringing a breath of fresh air to natural beauty,False,,modacore/designers/images/DesignerGate-Benecos.jpg,http://www.benecos-usa.com/our-mission.html/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",<p>Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.</p>,,,True,None,None,benecos-organic,1
157,Catrinka Project,"<p>Catrinka is an ethical fashion accessories label that invests in women and girls. Their first effort, the Catrinka Project, was inspired by Girl Rising, a documentary film about girls education, and features a bag made by women artisans in each of the ten countries featured in the film. A portion of the profits from these unique bags go to efforts to remove barriers between girls and education in the countries where the bags were made. Buy a Bag, Employ a Woman, Educate a Girl.</p>

<p>We are three friends in New York City, all with international roots and a passion for investing in women and girls around the world. Amisha is a designer and Sumana and Megan are avid collectors of beautiful things from around the world – things with a story and a soul. Megan, who has worked on four continents to leverage the power of the private sector to create social change, knows how to run things. Amisha, who founded the girls clothing line Ode Kids, knows how to make things. Sumana, who co-founded a charity for orphaned girls in India, knows how to invest in girls. They came together to form Catrinka in late 2012.</p>

<p>Their goal is to make products with a soul, and a story, and to provide our customers with a sense of intimacy between them and the women who made their bags, and the girls who benefit from their purchase. Fashion should make you feel fabulous! And knowing where our products come from, and where the proceeds go, makes us feel even more glamorous.</p>

<p>They named their label after Megan’s 5-year old daughter, Caterina (nicknamed “Catrinka”). They hope their cause and mission speak to anyone who knows a little girl, or a woman who wants to make her daughter’s dreams come true.</p>

<center>
<iframe width=""560"" height=""315"" src=""//www.youtube.com/embed/2V_ACDBe9gE"" frameborder=""0"" allowfullscreen></iframe>

</center>",,False,,modacore/designers/images/DesignerGate-catrinka.jpg,,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",,,,True,None,None,catrinka-project,1
158,Sarah Healy ,"<p>Unique, timeless pieces of art and craftsmanship.  Influenced by ancient techniques, nature, music and sculpture, Sarah Healy jewelry is inspired by New York City and its variety of it’s different cultures. Designer Sarah Healy uses symbols and colors from various backgrounds, melding them together in an effort to celebrate diversity and to unify people</p>
","Inspired by New York, Influenced by Nature, Music and Sculpture",False,"Unique, timeless pieces of art and craftsmanship.  Influenced by ancient techniques, nature, music and sculpture, Sarah Healy jewelry is inspired by New York City and its variety of it’s different cultures. Designer Sarah Healy uses symbols and colors from various backgrounds, melding them together in an effort to celebrate diversity and to unify people.  
",modacore/designers/images/DesignerGate-sarahhealy.jpg,http://www.sarahhealydesign.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",<p>Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.</p>,,,True,None,None,sarah-healy,1
159,Quazi Design,"<p>Quazi Design's journey began in 2009 when they became a formal business in order to create much needed employment in Swaziland. They began with the concept of a simple rolled paper bead earring displayed on a card and employing one artisan, Sibongile, who later became the production manager.</p>

<p>The business was co-founded by Doron, a designer from the UK and Flotsam, the local magazine distributors. Doron became the driving force behind the enterprise and since 2009 has lived and worked in Swaziland building a sustainable business model with a dynamic balance between economic and social goals, believing that design driven handcraft can be a powerful tool for empowerment and economic independence. The core of the business is pushing the boundaries of craft and sustainable design through innovative techniques and continuous product development. All products are handmade and utilise 100% waste magazines.</p>

<p>Quazi Design developed the original paper beads to create their own signature style. In 2011 they opened a retail shop in Swaziland at the Ngwenya Glass complex near the Oshoek border to South Africa.</p>

<p>They also became a member of SWIFT Swaziland fair trade network and worked closely with other local handcraft businesses in its strategic planning. In 2012 Quazi moved into a large workshop situated in Sidwashini, the industrial area of Mbabane. Tables are made from old doors, storage from recycled palettes, and shelves from magazines.</p>

<p>The new workshop gives them space for creativity and growth as they continue to build relationships with distributors across the globe including South Africa, Europe, USA and Australia. </p>

<p>Each collection is motivated by a new technique; like creating paper wood from waste magazines by bringing the paper back to its original form. In 2013 Quazi launched a 'One Of A Kind' collection of individual jewellery pieces, using waste magazine paper in a unique method and set up a small brass workshop working with recycled metals.<p>

<p>Their business model is built on sustainable design, a philosophy that combines the principles of social, economic and ecological sustainability. Quazi believes in treating people, planet and profit equally, building a business where ethical and social standards balance with cutting edge design.</p>

<p>For Quazi, the key to sustainability is good design that respects the environment and its producers. All products utilise 100% waste magazines sourced locally and each product is handmade at their workshop in Swaziland, Southern Africa. They reduce their environmental impact through recycling and use of eco-friendly materials and practices. Their workshop meets fair-labour standards, including fair wages, safe working conditions, job training, empowerment and transparency for staff. They are a member of the Fellowship 500 a platform for innovators in fashion and sustainability launched by the Ethical Fashion Forum.</p>",Transforming paper waste from magazines into original accessories,False,,modacore/designers/images/QuaziDesign.jpg.png,,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",,,,True,None,None,quazi-design,1
161,Supra Endura,"<p>Supra Endura is a women’s wear collection seeking out sublime and subversive inspiration. This collection draws upon everything from the way a Jellyfish’s tentacles flutter, to the cable arrangement of a lyre-shaped bridge. The collection features simple shapes paired with innovate use of material to evoke a subtle sensuality. Layering these different concepts creates a dynamic collection that is at once both playful and refined. Supra Endura is also produced in New York, working with trained craftspeople to enhance the American fashion industry.</p>


<center>
<iframe src=""//player.vimeo.com/video/75390926"" width=""500"" height=""281"" webkitallowfullscreen mozallowfullscreen allowfullscreen></iframe>

</center>
",Seeking sublime and subversive inspiration,False,,modacore/designers/images/SupraEndura.jpg.png,,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",,,,True,None,None,supra-endura,1
162,Dikokore Designs,"<p>dikokore designs was founded with an artistic spirit and a social mission: to influence our views of Africa by exposing African crafts and creating quality, well-designed African-inspired products. With a purpose: women and education.</p>

<p><b>The beginning.</b></p>

<p>The collaboration of a fearless young couple and a community of beautiful people, dikokore designs began as a way to create a grass roots approach to positive change in one small village.</p> 

<p>Heather was a Peace Corps volunteer in northern Benin. After two years of working in education, gender development and environmental awareness, she walked away with a deeper sense of community and greater appreciation for the women who embraced her into their lives. She learned of the educational gap between boys and girls in many rural African villages and witnessed the gap widen as students progressed in school. In sub-saharan Africa for every ten boys there are just four girls enrolled in school.</p>

<p>During the same time, Juan wrote his Master’s thesis on Social Entrepreneurship and the impacts that private and social enterprises can have in developing communities. During his own visits to Benin, Juan became enthralled with the country and the greater continent of Africa and continuously thought of ways to provide social and sustainable tools to empower people.</p>

<p>Heather joined Juan in their move to Los Angeles in 2012. They developed a strong business model and founded dikokore designs as their humble effort to create high-quality products while working with some of the most vulnerable communities in the world.</p>

<p><b>Design with a Purpose.</b></p>

<p>Heather and Juan have a passion for good design, and they also have lots of choices of how we spend our dollar. Supporting fair trade and social businesses is one way of making their voices heard and shaping the world that they love and want to live in.</p>

<p>Through partnering with the Benin Education Fund, Heather and Juan have created a strong relationship that allows them to invest in the education of girls from Dikokore. They work directly with the women artisans cooperative to make their bracelets available to a wider community of consumers. Additionally, with every grass bracelet sold they are able to contribute towards grants and scholarships for girls in need.</p>

<p><b>The future of dikokore designs.</b></p>

This year, Heather and Juan are looking to spread the word about Dikokore bracelets. They are looking to travel to Benin and award their first scholarships to girls from Dikokore. With your support, they will expand their reach, add new lines and continue to support local communities. </p>

<p><b>Crafted with love in Dikokore, Benin. Brought to you exclusively from Los Angeles, CA.</b></p>",Fighting poverty with handmade bracelets from Africa ,False,,modacore/designers/images/dikokore_edit_2.jpg,,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",<p>Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.</p>,,,True,None,None,dikokore-designs,1
163,Soko,"<p>Soko is an innovation in global fashion and technology: With Soko, you can discover incredible design and creative ingenuity made in communities that lay outside of the digital economy. Soko delivers you exceptional style with stunning handcrafted jewelry designs created by artisans in emerging economies, using natural and upcycled materials.</p>

<p>Soko was created by women for women to help “fashion a better world” through the equitable direct trade of beautiful goods between artisans in the developing world and web consumers worldwide. Working in bottom of the pyramid communities around the world, the Founders realized that by leveraging technology and existing infrastructure in an innovative way, they could create a platform to enable any talented artisan to participate in international trade. Recognizing a global need, as well as global opportunity, to disrupt these systemic patterns of poverty found across the developing world’s creative economy, Soko was founded in 2012.</p>

<p>The Soko solution transforms the mobile phone into a tool that expands access to economic opportunity for artisans in underserved communities, disrupting the traditional export supply chain to revolutionize the way money and goods are transacted into peer-to-peer and business-to-business exchange. This new technology revolutionizes international trade by using technology facilitation to cut out the traditional middlemen, reducing logistical costs and increasing profits for artisans.</p>

<center>
<iframe src=""//player.vimeo.com/video/66019023"" width=""500"" height=""281"" webkitallowfullscreen mozallowfullscreen allowfullscreen></iframe>
</center>",Innovation. Style. Impact,False,,modacore/designers/images/SokoDesigns.jpg.png,,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",<p>Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.</p>,,,True,None,None,soko,1
164,ROK Cork,"<p>Rok Cork is a Canadian owned company, committed to support authentic, artisanal producers and the sustainability of the cork industry. Portuguese born founder and CEO of Rok Cork, Elizabeth took a road trip to her native land in search of the best manufacturers of cork accessories. This is what she found. </p>

<p>Rok Cork is about innovation and sustainability and those qualities are passed on to customers through their beautiful collection of accessories made from natural materials such as cork and vegetable tanned leathers. </p>

<p>Rok Cork brings you the latest trends in fashion accessories from their exclusive network of artisanal manufacturers. Being affiliated with these manufacturers ensures they will be first to market with any innovative products at competitive pricing.</p>

<p>Where do ROK products come from? ROK products come from the outer bark of the evergreen oak known by the Latin name Quercus (oak) Suber (cork), which grows in Southern Europe. 300,000 pounds are harvested annually, with Portugal having the highest harvest percentage of 61.3%. In order to sustain the Cork tree, it is only harvested every 9 years. In order to obtain the high quality cork required for Rok Cork accessories, one must wait between 35-40  years; any cork harvested before this will be utilized for industrial items.</p>",,False,,modacore/designers/images/DesignerGate-rokcork_1.jpg,,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",<p>Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.</p>,,,True,None,None,rok-cork,1
165,Rising Tide Fair Trade,"<p>Rising Tide Fair Trade works with artisans in India who earn a fair wage, enabling them to support their families and achieve a sustainable business operation. The fair trade artisans Rising Tide works with earn roughly 60 percent more than they would for comparable factory jobs. Since most of the artisans have the choice to work from home, they can tend to their children while contributing to the family income.</p>

<p>Each textile is individually chosen for Rising Tide collections. Rising Tide Fair Trade products are Fair Trade Federation certified and Green America approved. A percentage of Rising Tide profits are donated to philanthropic programs that educate and equip under served young women with the skills needed to secure employment or start a business.</p>

<p>When you shop with Rising Tide Fair Trade, you can be sure you are lifting up the artisan who crafted your bag as you enjoy the benefits of a vibrant, soulful product. Rising Tide likes to say their business practices float everyone’s boat. </p>

<p>Rising Tide Fair Trade offers a business model with people and planet in mind.</p>

<p>When possible, materials for Rising Tide bags are purchased from local markets by independent business women or created from upcycled textiles and finished in cruelty free leather (from naturally deceased animals).</p>

<p>Rising Tide bags are made one at a time by artisans paid a fair wage and treated with dignity and respect. Their designs use traditional, local techniques of production adding a modern twist to encompass block printing and weaving Ikat patterns.</p>",Fair Trade Bags that lift all boats,False,"Whether it's a weekend getaway or a week at the beach, one of the most pressing questions ahead of any vacation is always which bag to take. Trying to find a bag that can fit everything while simultaneously being summer time chic can be hard. Especially if you want to be proud of the story behind it. But don't worry, this summer we've got you covered thanks to our new designer Rising Tide Fair Trade.

For the past decade, Rising Tide Fair Trade has worked with artisans in India providing them a fair wage to not only support their families but to enable them to create sustainable business operations as well. By working with Rising Tide Fair Trade,  artisans work in safe and happy and conditions and earn 60% more than they would compared to other textile factory jobs. 

Not only are Rising Tide Fair Trade bags, ethically made and of incredible quality, they are also unique. Prior to fabrication, each textile is individually chosen and curated. Virginia and Nicole scour the world looking for unique, vibrant and soulful materials and patterns that speak to consumers and are representative of the culture from which they are sourced. As Virginia and Nicole like to say, ""our business practices float everyone’s boat. We hope you’ll hop on board.""

Modavanti is proud to work with a brand committed to solving packing dilemmas through sustainable style. Join us in celebrating Rising Tide's 10 years of making a difference by shopping the collection.",modacore/designers/images/DesignerGate-RisingTide.jpg,,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",,,,True,None,None,rising-tide-fair-trade,1
166,Indosole ,"<p>The idea for Indosole was conceived on a surf trip to Bali, Indonesia in 2004. A couple of young Californians were struck by the environmental issues faced by Indonesians, and inspired by an unusual pair of sandals they found there. By combining these two things, they created a unique solution to the problem of pollution in Indonesia in the form of a product that was both fashionable and functional. Upon their return, IndoSole was born</p>",Soles with Soul ,False,"Welcome to Balifornia. Balifornia comes from the mix of founder's California roots and Indosole's roots in Bali. It fuses the best parts of East and West; the insatiable Californian spirit of wanderlust combined with the rich tradition and vibrant colors of Bali, Indonesia.

Conceived on a surf trip to Bali in 2004 by a couple of Californians, Indosole is the manifestation of a desire to share such cool shoes with their friends back home and make an environmental impact doing so. Struck by the environmental issues faced by Indonesians, and inspired by an unusual pair of sandals they found there they created a unique solution to the problem of pollution in Indonesia in the form of a product that was both fashionable and functional.

The Indosole set out on a mission. By stripping the outside lining from motorcycle tires and using the rubber to create the sole of the shoes, they discovered a way to create shoes with soul.

From there, the team used organic canvas to envelope the soles and voila, Indosoles were born.",modacore/designers/images/Indosole.jpg_2.png,,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,2014-05-04 20:29:28+00:00,None,indosole,1
167,Loup Charmant ,"<p>Growing up spending her summers on a small island off the coast of the Carolinas, Kee Edwards has been steeped in ocean life. She is drawn to beaches and savors the easy lifestyle of sun-soaked days on the sand and in the water. It was with this lifestyle in mind that she founded Loup Charmant, a collection of diaphanous, feminine pieces for everyday, all day wear. The brand name, meaning charming wolf, is a reference to Edwards’ own coming-of-age time living in France and evokes the sensuality and subtle flirtatiousness that is inherent to her brand. </p>
<p> Inspired by the fuss-free appeal of beach dressing, Edwards set out to offer that sensibility to women, year-round. The Loup Charmant story began in 2006 when Edwards discovered the heirloom quality fabric that allowed her to bring her vision to life.
</p>
<p> Each Loup Charmant piece has a timeless versatility. Intimates, including bralettes, camisoles, bloomers and slips provide the seasonless foundations of the line, as perfectly suited for bed and beach as they are for layering under the brand’s tops and dresses. The ready-to-wear is equally adaptable, packing up perfectly for a getaway, while just as easily styled for the city streets. Loup Charmant’s soft pastels are mixed with more saturated, but equally dreamy colors like dusty blues, sunset and desert colors, making the brand’s color palette as covetable as its silhouettes.</p>
<p> Edwards designs for women seeking a carefree, beautiful way of dressing for every moment of her life. A true lifestyle brand, Loup Charmant offers ethereal basics that allow freedom, set a mood and make women feel beautiful in their own skin, whether they’re on vacation or just want to feel that way. </p>",,False,"<p>Growing up spending her summers on a small island off the coast of the Carolinas, Kee Edwards has been steeped in ocean life. She is drawn to beaches and savors the easy lifestyle of sun-soaked days on the sand and in the water. It was with this lifestyle in mind that she founded Loup Charmant, a collection of diaphanous, feminine pieces for everyday, all day wear. The brand name, meaning charming wolf, is a reference to Edwards’ own coming-of-age time living in France and evokes the sensuality and subtle flirtatiousness that is inherent to her brand. </p>
<p> Inspired by the fuss-free appeal of beach dressing, Edwards set out to offer that sensibility to women, year-round. The Loup Charmant story began in 2006 when Edwards discovered the heirloom quality fabric that allowed her to bring her vision to life.
</p>
<p> Each Loup Charmant piece has a timeless versatility. Intimates, including bralettes, camisoles, bloomers and slips provide the seasonless foundations of the line, as perfectly suited for bed and beach as they are for layering under the brand’s tops and dresses. The ready-to-wear is equally adaptable, packing up perfectly for a getaway, while just as easily styled for the city streets. Loup Charmant’s soft pastels are mixed with more saturated, but equally dreamy colors like dusty blues, sunset and desert colors, making the brand’s color palette as covetable as its silhouettes.</p>
<p> Edwards designs for women seeking a carefree, beautiful way of dressing for every moment of her life. A true lifestyle brand, Loup Charmant offers ethereal basics that allow freedom, set a mood and make women feel beautiful in their own skin, whether they’re on vacation or just want to feel that way. </p>",,,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>","<p><b>FREE Shipping and FREE Returns in the USA:</b></p>
<p>We offer fast and free shipping anywhere in the US!</p> 

<p><b>Canadian Shipping:</b></p>
<p>Shipping to Canada is free for orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Returns:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",,,False,None,None,loup-charmant,1
168,Conditions Apply,"Conditions apply is a UK based company that owns a fair practice factory in India where they do their manufacturing. Beautifully handmade with special attention to fabric, pattern and color, Conditions Apply pieces are a must if you are looking to brighten up your wardrobe. You'll be amazed how the juxtaposition of colors  and textures add a timeless element of sophistication. Hand detailing may include beading and trim accents.",,False,,modacore/designers/images/DesignerGate-conditionsapply.jpg,,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",<p>Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.</p>,,,False,2014-05-13 20:13:22+00:00,None,conditions-apply,1
